Wed Jan 15 14:31:50 2025    profiling-output

         709733 function calls (690256 primitive calls) in 6.802 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:145(<lambda>)
        1    0.000    0.000    0.001    0.001 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/poolmanager.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/hashlib.py:126(__get_openssl_constructor)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:135(<lambda>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:100(push)
        1    0.000    0.000    0.002    0.002 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/idna/core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/__init__.py:61(lookup)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/adapters.py:359(build_response)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_match.py:79(_DocumentNav)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/abc.py:41(_register)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:304(makefile)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.075    0.075 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/__init__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
    32/26    0.000    0.000    0.002    0.000 /usr/lib/python3.12/typing.py:508(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connectionpool.py:1170(_close_pool_connections)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.12/email/utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1047(_generic_class_getitem)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1599(make_cookies)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/_functools.py:75(wrapper)
        1    0.000    0.000    0.093    0.093 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/connection.py:27(create_connection)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        3    0.000    0.000    0.001    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/utils.py:765(should_bypass_proxies)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/_collections.py:204(HTTPHeaderDict)
        3    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/poolmanager.py:199(__init__)
       10    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:355(putheader)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.12/email/feedparser.py:176(_call_parse)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connectionpool.py:175(__init__)
      145    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:474(_prefix_from_prefix_string)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1454(<genexpr>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/hashlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/request.py:1(<module>)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:205(_hostinfo)
       62    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.024    0.024 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/_request_methods.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/charset_normalizer/api.py:1(<module>)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.12/email/parser.py:56(parsestr)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/_collections.py:240(__init__)
        1    0.000    0.000    0.122    0.122 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/__init__.py:1(<module>)
        1    0.000    0.000    1.254    1.254 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/sessions.py:500(request)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1187(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:316(__init__)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.12/email/header.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/_collections.py:1(<module>)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/models.py:409(prepare_url)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/mimetypes.py:1(<module>)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.12/http/client.py:231(_parse_header_lines)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/ipaddress.py:2314(_IPv6Constants)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/sessions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:82(HTTPConnection)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1161(_make_netmask)
    70/39    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:144(PageElement)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1261(__init__)
      114    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:137(__init__)
        4    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/cookies.py:521(cookiejar_from_dict)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:52(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tempfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/url.py:263(_remove_path_dot_segments)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:660(_c3_merge)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        3    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/retry.py:202(__init__)
        1    0.000    0.000    0.001    0.001 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/models.py:351(prepare)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:319(header_fetch_parse)
      276    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:996(name)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:852(register)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/textwrap.py:17(TextWrapper)
        5    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1191(Tag)
        1    0.000    0.000    0.003    0.003 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_types.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/sessions.py:61(merge_setting)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:928(__init__)
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1497(__init__)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/adapters.py:202(__init__)
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/utils.py:52(_has_surrogates)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:1092(closed)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:2149(getLogger)
        1    0.000    0.000    0.038    0.038 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/formatter.py:1(<module>)
        1    0.000    0.000    0.037    0.037 /usr/lib/python3.12/socket.py:946(getaddrinfo)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:117(_iter_bits_lsb)
      106    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       24    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1822(__new__)
      130    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:942(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:387(_parse_path)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:967(_get_mixins_)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:916(read)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:740(Optional)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/retry.py:1(<module>)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/models.py:658(__init__)
        1    0.000    0.000    0.006    0.006 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/charset_normalizer/__init__.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.028    0.028 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/_base_connection.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/timeout.py:130(_validate_timeout)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/_meta.py:8(PackageMetadata)
        2    0.000    0.000    0.863    0.431 /usr/lib/python3.12/http/client.py:1384(getresponse)
        7    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/utils.py:345(to_key_val_list)
       69    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/mimetypes.py:402(_default_mime_types)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:864(_raw_read)
        1    0.000    0.000    0.019    0.019 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/http/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:291(PurePath)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:317(_deduplicate)
        1    0.000    0.000    1.254    1.254 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/api.py:14(request)
      163    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/json/__init__.py:1(<module>)
      9/7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/email/charset.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:1200(sendall)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.12/ipaddress.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2186(get_type_hints)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:511(set_raw)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.093    0.093 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:192(_new_conn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:365(Distribution)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:483(items)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       14    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_parser.py:449(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_legacy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1548(__getitem__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       46    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:422(SSLContext)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1569(_IPv4Constants)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:820(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/response.py:40(assert_header_parsing)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1258(__hash__)
        1    0.000    0.000    0.002    0.002 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.12/html/parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/charset_normalizer/models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.replace}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:826(Path)
        1    0.000    0.000    0.016    0.016 /usr/lib/python3.12/email/feedparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/json/decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.001    0.001 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/connection.py:1(<module>)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1885(_split_scope_id)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1841(__init__)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/__init__.py:484(reset)
        8    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/utils.py:1045(_validate_header_part)
       26    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.014    0.014 /usr/lib/python3.12/email/_policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:298(__init__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/models.py:483(prepare_headers)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:295(_check_generic)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/adapters.py:446(get_connection_with_tls_context)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:544(HTTPResponse)
        1    0.000    0.000    1.254    1.254 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/api.py:62(get)
       25    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/importlib/metadata/_meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:743(Cookie)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:301(BaseHTTPResponse)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1227(deepvalues)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/_text.py:90(lower)
        1    0.000    0.000    0.019    0.019 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_parser.py:316(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:261(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:825(__getattr__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:215(socket)
        1    0.000    0.000    0.003    0.003 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/pretty.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.001    0.001 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/__meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:135(Message)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_encoded_words.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/timeout.py:109(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:29(_splitparam)
        7    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/structures.py:57(__iter__)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:940(pop)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:817(HTTPConnection)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7b0b8c3fb560}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:957(_check_for_existing_members_)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:394(notify)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        4    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/utils.py:838(select_proxy)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.12/importlib/resources/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:195(_write_atomic)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/email/message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:383(_IPAddressBase)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:166(__delitem__)
        8    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:1611(_BaseV6)
       35    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/structures.py:58(<genexpr>)
        2    0.000    0.000    0.057    0.029 /usr/lib/python3.12/http/client.py:245(parse_headers)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:299(helper)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:104(__init__)
        1    0.000    0.000    0.005    0.005 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/poolmanager.py:305(connection_from_context)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/_adapters.py:19(Message)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/threading.py:124(RLock)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/heapq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:770(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/_path/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/idna/__init__.py:1(<module>)
