Wed Jan 15 14:32:11 2025    profiling-output

         709732 function calls (690255 primitive calls) in 2.061 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/__init__.py:42(TreeBuilderRegistry)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/_base_connection.py:19(_ResponseOptions)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/_internal_utils.py:38(unicode_is_ascii)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:57(ProxyError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1776(FileCookieJar)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/_path/__init__.py:82(InitializedState)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:68(NamespacedAttribute)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/readers.py:32(ZipReader)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_parser.py:313(SpecialPseudoPattern)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:841(CookiePolicy)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/csv.py:172(Sniffer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ipaddress.py:2222(IPv6Network)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:1124(supports_chunked_reads)
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/tempfile.py:614(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:2065(PyZipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:641(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/_collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:71(ContentDecoder)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/sessions.py:91(merge_hooks)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:1415(PosixPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1287(_StderrHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:727(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/models.py:1026(close)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:623(_calc_mode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1504(IncompleteRead)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:834(_Quoter)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:2419(ResultSet)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1554(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:193(_userinfo)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:189(MultiDecoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/_base_connection.py:12(ProxyConfig)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:2405(ftpwrapper)
        5    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/timeout.py:227(connect_timeout)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:223(PriorityQueue)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:806(Filterer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:603(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:83(MaxRetryError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:861(<lambda>)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/formatter.py:155(XMLFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:655(LZMACompressor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:830(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/__version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/netrc.py:22(_netrclex)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:1427(WindowsPath)
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/__future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:338(geturl)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1059(PreformattedString)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/netrc.py:66(netrc)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/selectors.py:433(PollSelector)
        4    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:292(is_closed)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:779(_SharedFile)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1317(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1589(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/models.py:230(Request)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1370(HTTPHandler)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:117(GzipDecoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1859(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1284(_validate_host)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:2301(createLock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:440(__init__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/retry.py:33(RequestHistory)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:195(__init__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/ssl_.py:56(_is_has_never_check_common_name_reliable)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:313(proxy_is_tunneling)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:100(checkgroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/json/decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:94(CharsetMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:101(__new__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:124(__iter__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:31(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:160(NameResolutionError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/traceback.py:656(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:31(IllegalMonthError)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:183(HTTPMessage)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:306(proxy_is_forwarding)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/wait.py:74(do_poll)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1980(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/netrc.py:10(NetrcParseError)
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/readers.py:16(FileReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:706(Lookup)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:316(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/util.py:27(SelectorSyntaxError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1311(PlaceHolder)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:295(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/__init__.py:606(ParserRejectedMarkup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/html/parser.py:113(close)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/csv.py:72(unix_dialect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:262(_PathParents)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:601(BaseHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/_markupbase.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/feedparser.py:530(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/__init__.py:812(BeautifulStoneSoup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1222(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:245(_init)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1475(FileHandler)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/__init__.py:554(_initialize_xml_detector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:150(_Selector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/idna.py:154(Codec)
        4    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/response.py:249(__len__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/cp1252.py:9(Codec)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1399(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/response.py:91(is_response_to_head)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:275(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:624(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/request.py:186(ChunksAndContentLength)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:1026(DummyConnection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_parser.py:329(get_name)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:38(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:769(Filter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/readers.py:129(NamespaceReader)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/auth.py:69(AuthBase)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:323(prepare_markup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/response.py:57(addinfo)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:118(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookies.py:582(SimpleCookie)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:338(FileHash)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/models.py:572(prepare_content_length)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/utils.py:891(default_user_agent)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:836(_WrappedAndVerifiedSocket)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/abc.py:68(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:208(ResponseError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:104(HostChangedError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/metadata/__init__.py:346(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/_policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1482(HTTPException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/calendar.py:578(different_locale)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/exceptions.py:198(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/_markupbase.py:32(reset)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:91(AttributeValueWithCharsetSubstitution)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/__meta__.py:123(_is_pre)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1532(FTPHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1493(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1046(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/idna/core.py:14(IDNAError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:620(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:787(ProxyHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:802(PurePosixPath)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:848(__len__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/cp1252.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1379(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/parser.py:122(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1269(set_policy)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/cookies.py:87(get_new_headers)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/models.py:206(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/__init__.py:574(_root_tag_encountered)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/soupsieve/__meta__.py:133(_is_post)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:240(_DoubleRecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/builder/__init__.py:35(XMLParsedAsHTMLWarning)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1590(__setitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/__init__.py:64(GuessedAtParserWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:924(_get_hostport)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/cp1252.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/client.py:1542(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x7f2f73ac3740}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1086(CData)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/connection.py:182(host)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:179(_ParentSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:1240(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/element.py:1091(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/requests/auth.py:99(HTTPProxyAuth)
        2    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/urllib3/util/proxy.py:11(connection_requires_http_tunnel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:222(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:1087(_check_connected)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/idna.py:226(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 /home/rim/prj/DS_Bootcamp.Day03-1/src/ex02/weaverir/lib/python3.12/site-packages/bs4/__init__.py:829(FeatureNotFound)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/__init__.py:678(LZMADecompressor)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:560(root)
